69079,Moon Girl and Devil Dinosaur (2015) #33,33,"“SAVE OUR SCHOOL” PART TWO! Lunella Lafayette is the smartest person in the Marvel Universe! So why can’t she unravel the genetic mystery that keeps swapping her brain with a 40-foot-tall terrible lizard? She’s going to need to pull off her biggest science experiment yet to undo the curse! All without getting caught by her parents and teachers, of course! Plus: The tragic past of Princess Fisk!"
69435,Secret Invasion: Rise Of The Skrulls (Trade Paperback),0,"Collects Fantastic Four (1961) #2, #18 And Annual #19; Avengers (1963) #97 And Annual #14; Silver Surfer (1987) #25; Marvel: The Lost Generation #11; Captain Marvel (2007) #1-5; Ms. Marvel (2006) #25-27; And Material From Fantastic Four (1961) #257; Marvel Westerns: Kid Colt And The Arizona Girl; Avengers: The Initiative Annual #1; And Secret Invasion: Who Do You Trust? Chart the history of the Skrulls — from their first visits to Earth to their devastating Secret Invasion! Meet the Super-Skrull who wields all the Fantastic Four’s powers! Witness the Kree Skrull War’s cataclysmic climax alongside the Avengers! The legendary Mar-Vell returns from the dead — or does he? And Carol Danvers is swept up in the alien intrigue as the SECRET INVASION begins! Plus: 1800s and 1950s infiltration attempts! Galactus targets the Skrull throneworld! The Skrulls lose their shape-shifting powers! And more!"
67539,Old Man Logan (2016) #44,44,"LOGAN vs. BULLSEYE vs. SHADOW TRACER! BULLSEYE’s leaving a trail of bodies longer than the Hudson River. Can Logan stop him before more people lose their lives? And worst of all, Logan might be forced to save the life of one the Marvel U’s biggest baddies "
70948,True Believers: Fantastic Four - What If? (2018) #1,1,Reprinting What If (1977) #1!
73710,Ms. Marvel (2018) #3,3,"IT'S WOLVERINE! Kamala may be fan-girling out when her favorite (okay maybe Top Five) super hero shows up for some help, but that won't stop her from protecting her hometown against the Inventor!"
69471,Spider-Gwen (2015) #34,34,"THE TRIAL OF SPIDER-WOMAN CONCLUDES! For months, Gwen Stacy has been fighting the world as Spider-Woman Now her mask is off, and she’s got to face the music as Gwen Stacy."
68936,Marvel 2-In-One Vol. 1: Fate Of The Four (Trade Paperback),0,"Collects Marvel 2-In-One (2017) #1-6. A classic title from Marvel’s storied history is back at last — and it’s fantastic! With Reed and Sue Richards gone and presumed dead, Johnny Storm and Ben Grimm reunite in a bid to find their new place in the Marvel Universe. But something is wrong with the Human Torch, and only the Thing can help him! And what monumental secret has Victor Von Doom been hiding — and how will it completely change the lives of Ben and Johnny?! Prepare for things to go Multiversal as the Thing and the Torch explore the Fate of the Four! It’s the reunion you’ve been waiting for — well, half of it, at least — in the world’s new greatest comic magazine!"
70235,X-Men: Gold (2017) #32,32,You may have known her as Rachel Grey as Phoenix as Prestige but all of that is over. Only THE HOUND remains! And you better pray she hasn’t caught your scent! A seismic shift in status quo for one of X-MEN GOLD’s charter members starts here!
69925,Thor (2018) #3,3,"War rages across the land of the dead, and not even the reunion of Thor with his brother Balder can stop it! Perhaps peace might come from the wedding of the century  in Hel! With Hela, the goddess of death, as the bride, which Odinson brother is going to be the lucky groom? And what special surprise guest is looking to put a deadly stop to the nuptials?"
70943,True Believers: Fantastic Four - The Coming of H.E.R.B.I.E. (2018) #1,1,Reprinting Fantastic Four (1961) #209!
70945,True Believers: Fantastic Four by Walter Simonson (2018) #1,1,Reprinting Fantastic Four (1961) #337!
69491,Spider-Man Deadpool (2016) #36,36,"The Master Matrix has been unearthed as well as all the secrets of S.H.I.E.L.D.'s LMD program At the heart of this program were MARY AND RICHARD PARKER, A.K.A., The Amazing Spider-Parents. Just when you thought you could trust that two people were without blemish, Deadpool somehow ruins them, too."
67210,Falcon: Take Flight (Trade Paperback),0,"Collects Falcon (2017) #1-8. Sam Wilson — winged warrior, avian Avenger and one-time Sentinel of Liberty — takes to the skies once more! Reborn and recommitted, Falcon takes on a personal mission to reconnect with the American people and train his new partner, Patriot. But when a gang war overtakes the streets of Chicago, Falcon finds himself up against an enemy way out of his weight class: the demonic Blackheart! Falcon and Patriot must fight to restore order as a full-scale riot threatens to destroy the city. But with the son of Mephisto fanning the flames, the heroes will be put through hell! And if that isn’t horrific enough, Sam’s romantic (or rocky) reunion with Misty Knight is wrecked by vampires? As Chicago’s future hangs in the balance, can Sam’s indomitable spirit triumph in the face of unspeakable evil?"
69497,Spider-Man Deadpool Vol. 6: WLMD (Trade Paperback),0,"Collects Spider-Man Deadpool #29-33. Spidey and Deadpool face a team-up in two eras! In the present, they’re plagued by DP doppelgangers — while in the future, Old Men Parker and Wilson have troubles of their own! These two timelines are about to collide, courtesy of Clonepool! Who is he, what is he, and where did he come from? And do two grumpy old heroes stand a chance of righting wrongs committed by their younger selves when they, too, are faced with dozens of Doppelpools? Meanwhile, our present-day pair’s actions have grave consequences. Like, all-out-war-with-all-the-super-heroes-of-the-Marvel-Universe grave. Prepare to change the way you look at your favorite costumed champions — and we don’t just mean Spidey and Deadpool! Plus: Who are the Fantastic Four of tomorrow?"
68787,Legion: Trauma (Trade Paperback),0,"Collects Legion #1-5 .David Haller, the son of Professor Charles Xavier, has always had trouble containing the multiple personalities in his mind. And with each personality comes a wild and dangerous mutant power. But now, a terrifying new personality is threatening to absorb all of these powers and take over David — body and soul! In a desperate attempt to save himself from Lord Trauma, David seeks out the help of renowned young psychotherapist Dr. Hannah Jones to delve into his fractured mind and fight back this dark voice inside. But unknown to Legion, Dr. Jones brings her own demons with her! The only way for David to survive this ordeal may be to recruit his biggest, baddest self to help!"
68747,Jessica Jones - Marvel Digital Original (2018) #1,1,"Issue #1: BLIND SPOT Part 1& 2! Jessica Jones was once the costumed super hero known as Jewel. She sucked at it. Now she’s a private investigator at her own firm, Alias Investigations. She sucks less at that.  With the Purple Man gone, her relationship with her husband, Luke Cage, and their daughter, Danielle, is better than ever.  But her past always comes knocking, and when a woman whose case she fumbled winds up dead on her office floor, Jessica goes from private investigator to prime suspect. Can she find the real killer and clear her name? A DOUBLE-SIZED Marvel Digital Original you don't want to miss!"
67762,Avengers (2018) #5,5,"Behold the wildest, most awe-inspiring team of Avengers ever assembled! But will it be enough to defeat the combined powers of Loki and the Final Host of Dark Celestials? And what is the startling secret of the Progenitor?"
69730,The Life of Captain Marvel (2018) #1,1,"THE DEFINITIVE ORIGIN OF CAPTAIN MARVEL! Carol Danvers was just a girl from the Boston suburbs who loved science and the Red Sox until a chance encounter with a Kree hero gave her incredible super-powers. Now, she’s a leader in the Avengers and the commander of Alpha Flight. But what if there were more to the story? When crippling anxiety attacks put her on the sidelines in the middle of a fight, Carol finds herself reliving memories of a life she thought was far behind her. You can’t outrun where you’re from — and sometimes, you HAVE to go home again. But there are skeletons in Captain Marvel’s closet — and what she discovers will change her entire world. Written by best-selling author Margaret Stohl and drawn by fan-favorite comics veteran Carlos Pacheco, this is the true origin of Captain Marvel."
69959,Tony Stark: Iron Man (2018) #2,2,"Tony has been holding back an enormous secret since his return, and there’s only one person on Earth he’d trust it with: James Rhodes. This will change everything. A strange new development for Jocasta, the return of the Gauntlet and the arrival of Tony Stark’s new rival, Sunset Bain. All this and the power of the Manticore, the most powerful assault vehicle in the Marvel Universe!"
69584,Star Wars Legends Epic Collection: The Original Marvel Years Vol. 3 (Trade Paperback),0,"Collects Star Wars (1977) #39-55; Empire Strikes Back Monthly (Uk) #149, #151 And #153-157; And Star Wars Monthly (UK) #159. The Empire Strikes Back! Marvel’s classic Star Wars saga continues with the official adaptation of the second film in the original trilogy — and Darth Vader’s ruthless revenge! In the wake of Luke Skywalker’s deadly duel with the Dark Lord, the rebels’ adventures continue — and a living nightmare stalks the universe! But can R2-D2 and C-3PO beat terrible odds to survive Droid World? With everyone’s favorite smuggler lost, the rebel crew is on a search for Solo — but Han will have to wait when the Crimson Forever poses a more immediate problem! And so will the Empire’s latest, greatest super-weapon! Can our heroes take the Tarkin? Plus: Rarely seen Star Wars tales from the United Kingdom!"
68656,Infinity Countdown (2018) #5,5,"THE COUNTDOWN CONCLUDES! The battle for Infinity among the stars comes to its dramatic conclusion, and all the stones are in place to bring the INFINITY WARS to Earth!"
67907,Cable (2017) #159,159,“PAST FEARS” PART 5: BACK TO CABLE’S CHILDHOOD WITH REDD AND SLYM! Young CABLE faces his biggest fear: his own Techno-Organic virus! Guest-starring CYCLOPS & PHOENIX! Cable’s dark secret is finally revealed!
69111,Ms. Marvel Vol. 9: Teenage Wasteland (Trade Paperback),0,"Collects Ms. Marvel (2015) #25-30. Kamala Khan has vanished! But where has she gone, and why? Jersey City still needs heroes, and dozens have begun stepping up to the plate in the wake of Ms. Marvel’s disappearance. The city’s newest super hero, Red Dagger, and even ordinary citizens attempt to carry on the brave fight in Kamala’s honor. Somehow, Ms. Marvel is nowhere but also everywhere at once! Absent but not forgotten, Ms. Marvel has forged a heroic legacy to be proud of. But when an old enemy re-emerges, will anyone be powerful enough to truly carry that legacy — except Kamala herself? As her friends reach out for aid, Kamala’s former idol, Captain Marvel, answers the call! But what happens when Bruno returns from Wakanda — and what will that mean for the Red Dagger?"
70944,True Believers: Fantastic Four by John Byrne (2018) #1,1,Reprinting Fantastic Four (1961) #232!
69555,Star Wars (2015) #51,51,"The MILLENNIUM FALCON – alone – versus an entire IMPERIAL FLEET. Can LEIA discover the cause of this disaster? And even if she can, is it too late?"
68759,Star Wars: Journey To Star Wars: The Last Jedi - Captain Phasma (Hardcover),0,"Captain Phasma made her triumphant return in Star Wars Episode VIII The Last Jedi — now journey back to the final moments of Star Wars Episode VII The Force Awakens and the destruction of Starkiller Base, and learn how she escaped her fate! Captured by the Resistance and thrown into a garbage masher, Phasma must escape a doomed world — and plot her revenge! Follow the chrome-adorned warrior from the site of the First Order's biggest defeat to the doorstep of 2017's biggest blockbuster! Captain Phasma will recondition you to love the First Order! Collecting JOURNEY TO STAR WARS: THE LAST JEDI — CAPTAIN PHASMA #1-4."
69419,Runaways (2017) #11,11,"Having purple hair used to be an act of rebellion, but now Gert is just one of many. Which doesn’t sit well with Ms. Yorkes. And she’s not the only one wrestling with who they are and what they want as Nico, Chase, Karolina and Victor all wrestle with their own identity crises "
68592,Hunt for Wolverine: Claws of a Killer (2018) #3,3,"ALIVE OR UNDEAD?! On the trail of the returned Logan, Sabretooth, Lady Deathstrike and Daken have run straight into a horde of flesh-eating zombies! But what do these poor resurrected creatures have to do with Logan’s return?"
69036,Marvel Super Hero Adventures: Ms. Marvel and the Teleporting Dog (2018) #1,1,"SPIDER-MAN TEAMS UP WITH MS. MARVEL AND LOCKJAW FOR SLITHERING SUSPENSE! There’s trouble in Jersey City! The Serpent Society has a new recruit — and she’s about to make the biggest mistake of her life. With six-against-one odds, Spidey’s in over his head. Luckily Jersey City’s very own Ms. Marvel is here to help! And she’s not alone. Lockjaw, the teleporting bulldog and Ms. Marvel’s favorite fellow Inhuman, is ready to play! Can the heroes rescue a young girl in need of friends — and send the Serpent Society scurrying?"
69616,Star Wars: Poe Dameron (2016) #29,29,"Where were SNAP WEXLEY, JESSIKA PAVA and the rest of BLACK SQUADRON during the events of THE LAST JEDI? Fighting for the very survival of THE RESISTANCE, of course. Now, at last, their story can be told "
70080,Weapon H (2018) #5,5,"The Roxxon Corporation finally has its hands on the greatest experiment of the 21st century: Weapon H! At long last, they can offer him a job?! Just what is CEO Dario Agger after? And while Roxxon’s been recruiting, Clay’s wife has reached the end of the trail. Can Sonia save her husband — or is he already gone?"
67134,Immortal Hulk (2018) #3,3,"What happened in the church on Mercer Avenue? What made the Lembert boy do what he did? Who is the One Below All? Reporter Jackie McGee has four eyewitnesses, with four different viewpoints, telling four different stories. But they all saw Bruce Banner and the Immortal Hulk."
68715,Invincible Iron Man: The Search For Tony Stark (Trade Paperback),0,"Collects Invincible Iron Man (2016) #593-600. Tony Stark, the original Iron Man, has vanished. And as the mystery of his whereabouts deepens, some surprising people from Stark’s present, past and future come together to help track him down. The time has come to decide — once and for all — who will wear the armor of Iron Man! All the contenders are in position, and now the contest begins — for there can only be one Golden Avenger! But will it be Riri Williams, Tony Stark or Victor Von Doom?! And what happens when Riri and Victor realize that the only way to solve the mystery of Tony’s fate is to join forces? Brian Michael Bendis brings his epic armored adventure to an end with the most startling Iron Man story of all!"
73623,Cloak and Dagger - Marvel Digital Original (2018) #1,1,"A DOUBLE-SIZED MARVEL DIGITAL ORIGINAL!  For years, Tyrone Johnson and Tandy Bowen were the super hero duo called CLOAK AND DAGGER   waging a citywide war on drugs, organized crime and corporate greed. In recent years, their crusade has taken them across the globe, fighting alongside Spider-Man, The X-Men and even The Avengers, and though they've drifted apart, a dangerous threat from their past has resurfaced   one that will force Cloak and Dagger to reunite and come to terms with their truest feelings for one another and the past they share!  Plus, the murders Dagger has been investigating continue with victims who look like they’ve had the life sucked out of them.  (This MDO contains Cloak and Dagger (2018) #1-2 Digital Comics)"
69221,Old Man Hawkeye (2018) #7,7,"HAWKEYE’s been on a mission to hunt down the THUNDERBOLTS that betrayed him Now see exactly what happened on that fateful date 45 years ago, in all of its bloody detail! This issue – everybody dies!"
68135,Darth Vader Annual (2015) #2,2,DARTH VADER intends for the Empire to hold no secrets for him — or from him. Which means it is time to dig into the pet project of GOVERNOR WILHUFF TARKIN and ORSON KRENNIC: the massive battle station being built on GEONOSIS. Opportunity arises when the project is hindered by sabotage from unknown forces. THE EMPEROR calls on his dark enforcer to root out the source of treachery that threatens to destabilize the Empire’s galactic ascent.
70248,X-Men: Red (2018) #6,6,"From deep beneath the ocean, Jean Grey’s X-Men watch as waves of anti-mutant hatred wash over the world! Can the X-Men quell the tide? Or will they be swept away in its wake?"
69279,Peter Parker: The Spectacular Spider-Man (2017) #307,307,"The Vedomi invaded Earth back in #300, leading Spider-Man on a journey through the past and future to try and defeat them. Did it work? FIND OUT HERE in the stunning conclusion to the first year of Chip Zdarsky and Adam Kubert’s run on Spectacular Spider-Man!"
69462,Skaar: Son Of Hulk - The Complete Collection (Trade Paperback),0,"Born in fire. Raised by monsters. Destined to smash! On an alien planet shattered by war, no one is stronger than Skaar — the savage Son of Hulk! But as a warlord and a princess spread chaos through the wastelands, will Skaar save the puny survivors — or eat them? Skaar seeks the mysterious Old Power, but can even he stop the coming of the Silver Surfer-and Galactus the Devourer? The soothsayers sing: One day, monsters will clash — the boy will confront the man who abandoned him. When the Son of Hulk seeks vengeance on his father, will Earth be turned into Planet Skaar? Collecting SKAAR: SON OF HULK #1-12, SKAAR: SON OF HULK PRESENTS THE SAVAGE WORLD OF SAKAAR, PLANET SKAAR PROLOGUE, WAR OF KINGS: SAVAGE WORLD OF SKAAR and material from HULK FAMILY: GREEN GENES."
73709,Ms. Marvel (2018) #2,2,Enter Wolverine! The clawed Canuck gives Kamala an assist against the Inventor’s massive alligators!
70941,True Believers: Fantastic Four - Hulk Vs. Thing (2018) #1,1,Reprinting Fantastic Four (1961) #112!
67982,Champions (2016) #22,22,"The Champions’ mission in space (in INFINITY COUNTDOWN!) has left its mark, and the team tries to move on. A chance to bring life back to a desolate village might be just what they need – or push them even farther apart "
69114,Ms. Marvel (2015) #32,32,"BLINDED WITH SCIENCE! KAMALA and BRUNO are learning how to be friends again, and what better a bonding experience than geeking out over a little science? And what better scientific pursuit than trying to discover how MS. MARVEL’s powers work? And what better time for absolute calamity to break out in Jersey City and upend the whole thing?! A brand-new jumping-on point for the super-heroics of MS. MARVEL starts here!"
69592,Star Wars: Doctor Aphra Vol. 3: Remastered (Trade Paperback),3,"Collects Star Wars: Doctor Aphra #14-19. Rogue archaeologist Doctor Aphra jumps to lightspeed and accelerates into the next chapter of her life! The not-so-good Doc is being blackmailed by evil droid mastermind Triple-Zero to run missions for his underground crime syndicate — but that doesn’t mean she can’t cause trouble and have fun along the way! Her latest assignment? Infiltrating a secret Rebellion training center run by General Hera Syndulla. Aphra is used to being in way over her head, but this time she’s not alone! Who else is caught up in her latest misadventure? Let’s hope they’re friendly — otherwise Aphra may have finally bitten off more than she can chew! Hunted by both Hera of the Rebellion and Tolvan of the Empire, Aphra’s got a lot on her mind — but she’s always got a few tricks up her electro-sleeve!"
68584,Hunt for Wolverine: Adamantium Agenda (2018) #3,3,"HAS SINISTER UNLOCKED THE SECRETS OF LOGAN’S GENES? The hunt for Wolverine has led his New Avengers teammates into the mysteries of the genetic codes of the heroes of the Marvel Universe  And where there’s super-powered genes, you KNOW Mister Sinister is involved!"
72794,True Believers: Fantastic Four - Marvel Two-In-One (2018) #1,1,Reprinting Marvel Two-in-One (1974) #1!
67622,All-New Wolverine Vol. 6: Old Woman Laura (Trade Paperback),0,"Collects All-New Wolverine #31-35. The past, present and future all spell trouble for Wolverine! First, Gabby makes a shocking discovery about earlier events and turns to the only personshe can trust: Deadpool?! But will Wade Wilson help Gabby on her mission of vengeance, or will he only make matters worse? Then, the Orphans of X return — but why? And can Wolverine survive another run-in with her deadliest enemies? Finally, what will tomorrow bring for Old Woman Laura? Years from now, Laura is living in a utopia where super heroes have ushered in worldwide peace. She is Wolverine no more — instead serving as Madripoor’s benevolent queen! So what simmering evil could force her out of retirement and back in the blue-and-yellow for one final battle?"
70149,Wolverine: Old Man Logan Vol. 7 - Scarlet Samurai (Trade Paperback),0,"Collects Old Man Logan (2016) #31-35. Old Man Logan, the man who once was Wolverine, must face off against a foe like no other: the vicious ninjas of the Hand! Logan’s past comes back to haunt him when a former love drags him into battle with the deadly ninja clan, who have bolstered their forces like never before. And just when he thought things couldn’t possibly get any worse, Logan encounters the mysterious Scarlet Samurai! She’s willing to do anything to put an end to Logan once and for all — and she just might have the power. Does Old Man Logan have enough grit left in him to fight his way past ninja after ninja, discover the Samurai’s true identity and take down the Hand for good?"
70218,X-Men: Blue (2017) #31,31,"After the events of “Cry Havok,” Magneto is on a mission of vengeance! His target? Emma Frost, the White Queen! But there’s only one group who will stand in his way "
69374,Quicksilver: No Surrender (2018) #3,3,"Quicksilver continues his fight for survival at the edge of reality — and now he must protect his sister, the Scarlet Witch, from forces she can’t even perceive. Trapped, exhausted and facing an enemy who renders his super-speed useless, Pietro will have to use every trick in his arsenal to save Wanda but he’s running out of tricks. Witness a deep dive into one of the most powerful and tumultuous relationships in the Marvel Universe!"
68331,Domino (2018) #4,4,"SOMEONE IS ABOUT TO GET LUCKY  and it just might be Shang Chi, Master of Kung Fu! If he plays his cards right, that is Domino’s search for answers about her past takes her to Hong Kong! Will she stay on the straight and narrow? Or go right for the seedy underbelly?"
69620,Star Wars: Rogue One Adaptation (Hardcover),0,"The Rebellion is here! The Rogue One crew makes the leap from the big screen to the comic-book page in this action-packed adaptation! All looks lost for the galaxy when the Empire's new super-weapon is discovered. Any insurgency will quickly be thwarted by the devastating new Death Star! But maybe there's hope for the rebel cause when Jyn Erso and Cassian Andor lead a crew of new heroes on a desperate mission to steal the plans to the planet-destroying threat! A crucial tale in the Star Wars saga is told at last! Plus: In an all-new story, flash back to the ill-tempered first meeting between Cassian and scene-stealing droid K-2SO! Collecting ROGUE ONE ADAPTATION #1-6 and STAR WARS: ROGUE ONE — CASSIAN & K-2SO SPECIAL #1."
70938,True Believers: Fantastic Four Vs. Doctor Doom (2018) #1,1,Reprinting Fantastic Four (1961) #5!
67942,Captain America Epic Collection: Hero or Hoax? (Trade Paperback),0,"Collects Captain America (1968) #139-159. It’s a new direction for the red-white-and-blue Avenger! When the city’s police officers begin to disappear, Captain America takes a job as one of New York’s finest! There are also larger-than-life villains — from the Grey Gargoyle to Hydra to the Red Skull — providing plenty of opportunity for Cap to swing that shield! And speaking of S.H.I.E.L.D., Nick Fury’s spy shop is here, too — and they’ll be fighting both for and against Cap! Meanwhile, the Falcon has a surprise encounter with two familiar — and anything but friendly — faces that will change Captain America’s life forever. It’s the shock of the year as Cap discovers that while he was frozen in the Arctic, there was a second Captain America and Bucky! Now they’re back — and they’re fighting mad!"
67538,Old Man Logan (2016) #43,43,"BULLSEYE’s back and he’s got a score or twenty to settle. But this time, it’s personal – and LOGAN won’t stop until he sees BULLSEYE laid out on a slab. Who is SHADOW TRACER?! And why is she gunning for BOTH LOGAN and BULLSEYE?"
68358,Exiles (2018) #5,5,"TIME TO DIE! The identity of the Time-Eater has finally been revealed! And the Exiles have nowhere left to run. It’s time for the Exiles to face down their enemy — no matter the cost. And in historic Exiles fashion, not everyone will survive. Don’t miss the first arc’s epic conclusion!"
69633,Star Wars: Thrawn (2018) #6,6,THE RISE OF THE GRAND ADMIRAL REACHES ITS CLIMAX! THRAWN at last meets his greatest enemy face-to-face! Will PRYCE’s final gambit to save her family succeed? And what role will ELI VANTO play in Thrawn’s ultimate plan?
69214,Nova by Abnett & Lanning: The Complete Collection Vol. 1 (Trade Paperback),0,"Dan Abnett and Andy Lanning propel the Human Rocket to glory! When the horrifying Annihilation Wave swarms across the cosmos, Richard Rider, the man called Nova, must step up — and become one of the galaxy's greatest heroes! In the wake of the chaos, a desperate cosmos cries out for law and order. But can one lone human being police an entire universe? Join Nova on the road to Knowhere — but what will he find there? And who is-Cosmo? Rich will barely have time to catch his breath before another Annihilation event begins, with a deadly race on a quest for conquest! And will Nova find love with Gamora, the deadliest woman in the galaxy?! All this, and Galactus too! Collecting ANNIHILATION: NOVA #1-4, NOVA (2007) #1-15, NOVA ANNUAL (2008) #1 and material from NOVA: THE ORIGIN OF RICHARD RIDER."
68960,Marvel Masterworks: Captain America Vol. 10 (Hardcover),0,"Collects Captain America (1968) #193-200, Annual (1971) #3; material from Marvel Treasury Special: Captain America's Bicentennial Battles. It’s the return of the King! In 1975, Jack “King” Kirby came back to Marvel and his iconic creation, Captain America, as writer, artist and editor. It was Kirby unleashed — and the results were groundbreaking. Kirby created an intricate storyline that built month after month toward America’s Bicentennial and CAPTAIN AMERICA #200! The “Madbomb” saga featured an aristocratic cabal seeking to wrest control of the country by possessing the American people’s minds and driving them to insane outbreaks of violence. It’s an Orwellian adventure done Kirby-style, and there’s nothing else like it! Also featuring an out-of-this-world alien Annual escapade, and Kirby’s BICENTENNIAL BATTLES — an 80-page masterpiece encompassing American history from the Revolution to the Old West to both World Wars!"
70942,True Believers: Fantastic Four - Galactus Hungers (2018) #1,1,Reprinting Fantastic Four (1961) #175!
70155,X-23 (2018) #1,1,"Cloned from a warrior, raised as a killer, Laura Kinney has gone through hell and come out the other side a hero. After a stint as the All-New Wolverine, she returns to her roots as X-23 to make sure no one ever has to go through the horrors she did. With her sister Gabby and their pet Jonathan in tow, X-23 forges her own destiny in this new series by Mariko Tamaki (HULK, HUNT FOR WOLVERINE: CLAWS OF A KILLER) and Juann Cabal (ALL-NEW WOLVERINE, ELEKTRA)."
69937,Thor by Walter Simonson Vol. 4 (Trade Paperback),0,"Collects Thor (1966) #364-369 and #371-374. Few people have ever left their mark on one character quite the way Walter Simonson has. His work on the Mighty Thor swept the Norse God of Thunder to heights never before seen and rarely achieved in his wake. Spanning epic tales of heroism and treachery, love and war, Simonson’s work is often considered the definitive Thor. From the majesty and mystery of fabled Asgard to the gritty streets of New York City, Thor was never the same. That is the mark of a true visionary. This fourth volume continues the collection of Simonson’s epic run — completely remastered from the original artwork and dynamically recolored by Steve Oliff."
68267,Despicable Deadpool Vol. 3: The Marvel Universe Kills Deadpool (Trade Paperback),0,"Collects Despicable Deadpool #297-300. Deadpool has killed the Marvel Universe — more than once. Now it’s time for the MU to return the favor. With a $20 million bounty on Wade Wilson’s head, every no-good dirtbag in the game is gonna be gunning for him. But after the year he’s had? That’s just the way he wants it. Soon it won’t just be enemies after him, but everyone. And self-deprecation, self-defeat and self-destruction all combine as Deadpool dives deeper and deeper into despicability. He’s gone from criminal to outcast to celebrity and back to criminal, but now every bad decision he’s ever made along the way is going to come back to haunt him as Captain America leads the biggest heroes of the Marvel Universe to take him down. Hard. Be there for the end of an era!"
68100,Daredevil (2015) #605,605,"Wilson Fisk is back on his feet after a deadly ambush by The Hand. And he’s none too happy to see Matt Murdock sitting at his desk. Ballots aren’t the only things gettin’ punched in this mayoral bout, True Believers!"
68146,Deadpool: Assassin (2018) #3,3,"Deadpool’s adventure in New Orleans continues, and the locals want to test their might against the Merc with a Mouth! But that ain’t all – Deadpool also draws the ire of the deadliest group of killers with the word “guild” in their name – THE ASSASSINS GUILD! And boy, are there are a LOT of them!"
68669,Infinity Countdown: Darkhawk (2018) #4,4,"THE FINAL CHAPTER OF DARKHAWK  FOR NOW! In the wake of a disastrous run-in with the more-dangerous-than-ever Fraternity of Raptors, Chris faces the fear that he may never make it home from space! But even as his foes’ might grows, Darkhawk will discover that his lowest point  has brought him incredible new power!"
67692,Amazing Spider-Man: Renew Your Vows (2016) #21,21,WEIRD SCIENCE CONTINUES! Is this the start of Annie Parker’s own clone saga? Can Peter and Mary Jane save her from herself?
68121,Darth Vader (2017) #18,18,"It is time for GRAND MOFF TARKIN to repay a long-standing debt to DARTH VADER and settling what is owed will require every last bit of his cunning, and will cost more than he ever imagined."
69852,The Punisher (2016) #227,227,"The Punisher and Black Widow go off the grid on a secret mission of revenge! Frank and Natasha are now Most Wanted by heroes and villains alike! The War Machine armor is busted, and with the forces coming down on our heroes, they’re going to need every bit of firepower they can get."
69148,New Mutants: Dead Souls (2018) #5,5,"BREAKING AND ENTERING AT THE SANCTUM SANCTORUM! THE NEW MUTANTS are going to rob the house of the one guy you probably shouldn’t rob. But is what lurks inside DOCTOR STRANGE’s lair more than they bargained for? Nightmares, evil spirits, dark magic and questionable leftovers?!"
67631,The Amazing Spider-Man (2018) #1,1,"An alien invasion hits New York City and the only one who can stop it is Spider-Man?! And if even that’s not enough, you’ll see a new roommate, new love interests – and a new villain! Spider-Man goes back to basics courtesy of Nick Spencer (SECRET EMPIRE, SUPERIOR FOES OF SPIDER-MAN) and the Marvel debut of RYAN OTTLEY (Invincible)!"
69902,The Unbeatable Squirrel Girl (2015) #34,34,"Squirrel Girl and Kraven have had a nice day out as civilians, instead of their usual costumed identities! It was really straightforward and uneventful is what we’d be saying if this was a way more boring comic, WHICH IT ISN’T! Instead we can say that Squirrel Girl and Kraven battled Mojo’s evil clone and saved the city from his deadly machinations. Then they all got arrested! When Doreen Green and Sergei Kravenoff end up BEHIND BARS, can they be saved? Will they even make it to trial? And who will be their lawyer? We can answer that last one: It’s obviously going to be none other than JENNIFER WALTERS, the incredible SHE-HULK! Doreen behind bars! Kraven on the stand! And a conclusion to the trial that nobody will see coming! It’s all this and more in this particular Marvel comic!"
71526,Marvel Universe Ultimate Spider-Man: Spider-Verse (2018) #8,8,Spider-Heroes from across the multiverse unite to take down Green Goblin in the series finale!
73708,Ms. Marvel (2018) #1,1,"On the run from the Inventor, Kamala needs all the help she can get. Which super high profile super hero will lend a hand?"
68321,"Doctor Strange, Sorcerer Supreme Omnibus Vol. 2 (Hardcover)",0,"Doctor Strange is thrust into the Infinity War! The Doc allies with Galactus, assembles a group of mages to save the Earth and reunites the original Defenders. And when Strange defies the all-powerful Vishanti and is stripped of his power, he must revive his old non-team once again — with a twist! Who will join the ranks of Strange’s Secret Defenders? He’ll battle Nightmare, partner with Morbius, and lose and gain a disciple — but Dormammu is the one to really dread! Plus: Wolverine attacks, and Strange and Spidey share a dust-up in the Death Dimension! Collecting DOCTOR STRANGE, SORCERER SUPREME #41-59 and ANNUAL #2-3; SPIDER-MAN DOCTOR STRANGE: THE WAY TO DUSTY DEATH; SILVER SURFER (1987) #67; MORBIUS: THE LIVING VAMPIRE (1992) #9; SECRET DEFENDERS #1-11; and material from INCREDIBLE HULK ANNUAL #18, NAMOR THE SUB-MARINER ANNUAL #2 and SILVER SURFER ANNUAL #5."
67702,Ant-Man & the Wasp (2018) #3,3,"The Wasp and Ant-Man are trapped in the Microverse, which sucks for them. Know who it’s even worse for? The even more tiny people our heroes can’t help but threaten by their very existence!"
